Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Nicaragua,,19147,716,2436,102,1922,241,375,0,0,4997,1582,1440,56,93,1287,80,967,447,406,1988,153,188,1,0,0,3,141,0,4,0,22,169,0,2379,28,20,281,153,286,101,164,48,131,266,18,30,190,19,78,154,57,77,1667,205,50,22,659,2264,1333,49,1,586,838,66,913,1243,16,7,57,16,432,142,164,8,60,351,353,478 
Norway,4889253,41442,941,11163,148,1008,2016,1641,1,6,13128,3881,1262,82,258,976,3,83,126,2192,2527,225,27,0,0,0,2,385,0,15,0,14,10,0,10925,139,222,345,1589,203,630,2167,388,673,78,120,323,1043,334,578,297,238,90,702,1,2474,13,470,5206,3180,754,7,1512,2008,201,282,606,28,1,2,0,252,438,50,56,358,548,33,792 
Occupied Palestinian Territory,,6755,233,727,13,430,15,94,0,0,2751,556,145,0,4,268,4,524,222,399,370,1,0,0,0,0,0,231,0,0,0,0,0,0,726,5,3,52,82,63,37,130,5,80,1,15,19,35,26,26,41,1,2,383,0,6,3,209,1028,819,5,3,150,80,0,63,266,1,0,4,0,132,48,14,0,1,2,32,141 
Oman,2943747,7005,393,350,54,252,19,78,3,0,1400,394,161,34,21,152,6,206,153,2634,684,14,12,0,0,0,24,280,3,1,0,20,14,1,324,14,7,28,19,21,10,32,0,19,2,2,6,17,8,20,9,26,26,196,1,18,34,300,314,222,17,3,153,43,13,83,117,2,1,5,0,355,16,29,2,0,16,3,263 
Panama,3620506,16542,1281,2644,116,1092,48,462,0,0,4607,1855,705,42,85,570,41,285,251,498,1960,203,182,0,0,2,3,315,7,0,0,2,533,1,2524,48,29,283,201,114,101,243,28,173,134,54,47,307,24,118,140,120,94,874,98,118,12,359,1851,1276,125,9,722,551,31,313,483,12,6,27,8,477,104,154,17,30,152,760,266 
Paraguay,6209877,26173,1116,3754,93,2037,71,358,0,0,7365,1792,1133,27,139,681,100,925,433,3120,3015,153,206,4,0,0,2,438,8,0,0,10,181,0,3533,101,101,234,277,106,148,476,67,269,240,139,53,325,39,139,166,221,60,1791,145,68,34,947,2404,2374,160,28,960,381,68,390,543,19,27,53,20,1224,83,144,42,26,223,633,640 
Peru,,99334,9602,18412,536,4293,0,2494,6,2,17342,21199,7343,56,352,5011,137,2438,1088,389,8634,442,1660,14,0,3,7,6345,27,1,0,84,762,6,18403,219,212,3116,1156,1236,768,1804,223,880,1111,407,301,1432,209,867,772,9,533,2676,1173,216,108,3903,4580,4363,569,20,12437,1840,323,3992,3895,97,14,121,2,2520,205,431,117,381,261,420,4299 
Philippines,93038902,488255,43297,52500,3202,28217,345,6496,15,47,171489,73101,20594,1460,1482,18238,1718,12087,5189,12132,36646,4617,24714,590,23,3,65,9425,11,22,51,735,34,54,49822,2213,488,1408,5158,5933,1331,8243,281,5972,1660,1131,1288,2448,336,1465,2715,2678,2447,21513,2052,570,1941,16842,61686,59551,2772,86,45591,22877,5741,8476,16442,419,155,1468,95,8423,2020,3044,478,509,2118,12319,7735 
Poland,38042403,378478,2806,96073,398,6868,1583,5131,0,2,174003,19333,16235,57,473,5145,9,1062,976,24496,23828,112,586,5,0,0,14,1586,2,0,0,231,135,0,92613,2227,1396,5364,10820,2015,4530,22374,1485,5226,1735,1330,2547,3940,3111,2867,2644,3460,220,6512,71,2282,812,6247,45832,35570,33770,28,9549,7161,1459,6881,4989,16,1,7,1,4529,3755,977,568,1539,6357,354,5749 
Portugal,10573100,106242,2667,25492,373,5651,223,3106,0,6,33780,11792,4641,23,334,3276,8,150,135,10057,4527,72,205,1,0,0,4,1471,3,3,0,97,642,1,24982,690,532,2323,3764,895,1250,3658,406,1661,230,415,358,1786,811,1213,796,510,283,4748,47,1729,172,1883,7504,14396,1978,8,5059,2743,223,1815,1983,43,1,6,1,1015,344,72,61,47,1101,131,1756 
Puerto Rico,3709671,29150,1339,5341,331,3551,549,2329,0,2,7354,2728,1053,184,171,1303,6,189,130,284,2306,56,12,1,0,0,0,770,6,0,0,30,334,0,5174,114,127,194,670,276,256,612,75,409,61,111,99,537,121,302,184,167,196,2950,53,2240,10,1130,3207,1500,149,8,809,1089,22,477,1094,9,0,6,0,391,170,28,13,96,286,958,364 
Qatar,1765513,1970,30,214,10,125,2,17,0,0,289,76,53,5,2,43,2,54,59,587,402,1,1,0,0,0,1,13,0,0,0,7,1,0,207,2,4,12,22,25,8,37,0,25,2,1,6,6,9,10,9,7,3,111,0,0,0,28,129,70,5,0,19,4,1,27,43,0,0,2,0,247,31,8,7,7,47,4,51 
Republic of Korea,49879812,255405,6685,73147,615,11146,4947,6052,3,3,56119,18528,11062,490,1871,4845,75,830,493,25850,32644,597,2656,5,0,0,4,1864,2,3,0,1111,122,6,72048,963,1352,10031,7701,11205,4306,15625,383,1858,956,316,895,1328,1100,2274,1619,1099,374,10349,58,6143,199,4793,13336,26514,1076,17,7431,7092,538,6887,4224,81,1,44,29,6830,2129,638,279,224,15566,624,6354 
Republic of Moldova,3562045,43631,675,5699,19,481,201,517,0,5,24512,2433,4342,25,40,328,18,190,181,273,3692,14,535,0,0,0,10,4,0,0,0,6,83,0,5632,253,70,482,720,424,345,927,112,457,192,108,99,200,130,161,122,67,8,359,5,224,145,871,16566,6172,164,14,871,1424,196,3574,290,27,1,7,10,471,155,285,157,405,676,248,1295 
Reunion,830516,4236,85,1006,17,333,136,208,0,0,1227,304,205,10,24,61,1,50,38,192,339,18,7,0,0,0,0,30,0,0,0,2,2,0,968,38,40,67,86,46,52,176,11,63,21,12,13,58,20,45,31,38,9,262,15,138,15,120,321,333,72,5,99,106,7,105,50,1,1,0,0,46,49,19,6,25,89,16,89 
Rodrigues,37840,240,2,21,3,55,1,7,0,0,91,21,3,0,0,2,1,8,2,5,18,0,1,0,0,0,0,1,0,0,0,0,0,0,20,1,0,4,3,2,0,1,0,4,1,0,2,0,0,0,0,1,2,54,0,0,0,26,38,15,0,0,4,11,0,1,1,1,0,1,0,1,0,7,1,0,5,1,3 
Romania,21431298,259723,2474,47502,139,2574,271,2564,0,0,156359,12732,16604,87,45,2544,51,715,625,2058,12379,42,1482,3,0,0,12,597,1,0,0,46,131,3,47307,1976,675,3539,5435,2738,2636,9656,795,3153,1739,552,988,2007,1391,1127,1140,195,92,2450,68,1186,396,26984,53297,49305,12418,31,5300,5897,525,12102,2360,155,11,22,18,2844,1417,960,397,1092,2766,514,2389 
Russian Federation,142849468,2028516,33609,293171,1184,10259,6617,18305,10,160,1151917,74808,91995,2001,1845,11751,298,6152,5205,102362,216867,392,21829,2,1,5,297,1776,47,0,0,1263,6784,2,290136,9019,6482,34438,38190,8382,15606,51322,,23282,6193,6559,7820,10251,6701,5854,7205,3035,701,9116,220,,3940,29107,597921,372249,,232,37773,31805,8484,50703,,,42,175,77,28558,9716,11981,9013,34518,33480,18951,70650 
Saint Kitts and Nevis,,344,3,57,4,46,7,4,0,0,116,11,29,2,3,9,0,8,0,3,41,0,0,0,0,0,0,2,0,0,0,0,1,0,56,2,3,1,2,7,2,4,0,4,3,1,1,13,0,3,2,1,3,37,1,2,0,17,25,48,7,0,5,1,0,12,4,0,0,0,0,8,4,0,2,1,2,12,12 
Saint Lucia,177397,1091,43,171,4,142,2,13,0,0,388,74,37,13,1,34,3,21,10,36,98,3,1,0,0,0,0,27,1,0,0,0,5,0,168,2,1,16,8,9,8,18,1,19,8,4,6,27,4,7,5,3,3,119,4,2,0,101,70,108,10,0,17,38,4,21,14,7,0,3,0,17,7,12,2,1,4,40,15 
Saint Pierre and Miquelon,,39,1,17,0,0,2,0,0,0,9,0,2,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,2,0,1,0,0,1,1,1,2,0,2,0,2,0,0,0,1,0,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0 
Saint Vincent and Grenadines,109316,823,59,123,15,81,3,7,0,1,299,69,36,0,1,6,2,28,7,29,53,1,6,0,0,0,0,29,0,0,0,0,14,0,118,4,0,7,5,1,5,6,0,6,11,2,2,43,0,7,3,5,8,65,9,3,1,73,105,77,4,0,43,9,2,15,5,0,0,2,0,5,3,6,2,1,5,13,18 
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,7291436,103211,441,21588,184,3287,1204,1469,0,2,56448,4103,3738,75,165,2066,12,298,153,4591,3387,33,153,1,0,0,2,148,0,0,0,44,34,1,21139,523,298,1063,2573,681,1088,5125,409,1659,477,306,416,1071,569,616,587,449,96,3195,5,850,59,3620,12082,16081,2311,32,598,2671,589,997,1977,50,0,8,4,660,317,89,72,76,1209,130,834 
Seychelles,93081,664,52,109,12,25,0,7,0,0,221,85,50,0,0,36,2,10,3,13,39,4,0,0,0,0,0,42,0,0,0,0,1,0,108,11,5,4,9,2,2,5,,10,6,0,6,19,1,2,3,1,11,23,1,,0,78,34,35,,0,68,9,12,16,,,0,2,0,13,1,9,2,1,6,2,5 
Singapore,3771700,16475,250,4805,,,8,87,0,1,5414,3325,392,76,56,871,1,28,47,58,762,28,73,0,0,0,0,121,0,0,0,4,0,0,4755,218,99,300,691,340,256,1048,26,374,69,59,109,116,65,166,127,50,8,179,0,29,17,332,3076,1397,134,15,2685,512,37,120,373,0,0,1,0,156,97,14,1,9,296,13,176 
Slovakia,5431024,53445,373,12187,41,719,0,728,0,0,28538,3309,2845,0,62,761,0,158,147,630,2947,11,35,1,0,0,7,270,2,0,0,20,2,0,12074,637,263,686,1759,354,736,2113,242,785,206,198,277,533,303,420,316,113,10,651,4,246,77,849,16944,5856,1058,7,1999,846,228,1620,688,8,0,0,0,515,460,156,32,128,631,65,960 
Slovenia,2049261,18609,84,5885,36,295,142,303,0,2,7331,1119,1152,42,81,274,0,42,31,275,1515,3,20,0,1,0,1,25,0,0,0,8,0,0,5843,169,75,394,786,191,363,1121,157,416,43,91,150,358,184,261,168,42,12,255,0,71,80,530,2051,1973,425,3,512,421,68,624,197,0,0,0,0,164,525,28,9,66,414,10,299 
South Africa,51621594,543856,134443,36314,14229,30069,1754,14572,37,88,82634,67569,13751,1345,2036,8568,1658,10819,1687,72974,48238,27309,63355,19,1,4,65,5482,88,11,206,326,18298,271,35086,1093,2908,1210,2159,1570,1271,4709,523,2899,2850,467,637,2442,520,1614,928,1228,2880,21470,2355,1817,398,14886,12039,24646,1522,609,38317,13087,1533,5022,7672,150,128,800,730,5649,123,1427,2340,878,394,5045,32382 
Spain,46072831,382047,6489,107220,1519,12598,14821,19262,8,15,119128,40266,19097,1144,3327,10493,20,831,971,10772,14066,768,392,4,0,3,22,2816,11,7,0,934,1020,5,103307,2277,1808,5851,14883,4767,5716,20755,1526,6295,667,1489,1943,5875,4936,4487,3273,3913,1023,9799,158,26235,1816,9474,35268,30161,5187,22,7525,15676,515,6109,6984,182,1,19,0,2576,1982,432,188,722,3158,329,4679 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,518141,3002,201,365,13,246,13,49,0,0,864,178,146,27,12,70,6,120,30,282,378,9,15,1,0,0,0,29,0,0,0,12,116,1,362,8,2,15,39,23,29,42,5,18,25,4,15,34,6,18,15,3,7,219,8,4,1,77,291,347,19,1,106,43,18,58,49,0,0,6,0,88,3,23,10,2,137,39,76 
Sweden,9378126,90519,1964,22449,292,2424,5089,3596,4,4,35944,5057,2720,150,469,1126,3,120,216,4233,4659,370,34,0,0,0,5,861,1,30,0,55,11,1,21646,287,408,662,2597,640,1548,3583,537,1395,139,358,631,2398,684,1178,684,803,182,1936,43,6708,71,1808,15012,7602,2169,11,1476,2727,296,726,778,37,0,2,0,304,875,64,80,398,1141,88,1709 
Switzerland,7824910,62649,717,16833,168,1566,4278,3240,9,2,21959,3726,2473,89,523,925,3,187,237,2148,3566,115,27,1,0,0,7,204,2,7,0,17,42,1,16277,392,436,481,1725,604,1179,3149,392,1411,63,216,421,1421,546,857,551,556,100,1250,42,5341,93,2696,8314,3839,1123,3,1134,1928,148,726,620,35,0,2,1,359,1506,52,21,175,1006,39,408 
Syrian Arab Republic,,67024,1567,4168,160,1171,71,644,0,0,33780,12193,1811,11,6,982,23,2560,1947,2828,3102,81,23,7,0,2,0,1231,0,3,0,112,0,0,4036,28,27,282,225,234,150,691,10,201,16,59,37,154,95,90,378,132,147,751,18,25,67,596,9910,3529,102,9,8365,326,23,1456,966,0,0,14,0,1477,201,132,0,29,32,213,1018 
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
TFYR Macedonia,2055004,19113,62,3705,15,741,19,157,0,0,11067,711,370,1,6,262,2,125,32,1250,588,1,32,0,0,0,2,20,0,0,0,1,0,0,3685,48,22,378,382,205,189,802,82,308,31,108,96,165,116,69,94,20,11,737,1,27,14,681,1752,3818,380,8,93,387,40,182,260,2,0,2,0,136,69,24,9,21,122,44,163 
Thailand,63701703,411331,41363,58076,596,7829,731,4633,4,0,39457,29654,13484,1204,1024,14702,78,2573,1291,154708,39924,908,4468,43,13,0,5,28962,0,4,0,347,3638,80,57863,1839,1075,1185,2306,14008,781,9310,231,2500,1746,481,748,787,478,126,2024,213,295,6855,72,272,57,2478,13037,17538,813,44,14889,5410,155,7825,13763,43,12,65,1,13776,1133,3983,221,76,3761,3301,13673 
Trinidad and Tobago,1328095,10219,420,1650,85,1667,66,225,0,0,3330,503,355,53,90,248,13,150,81,156,1127,22,22,0,0,0,1,91,0,0,0,5,226,0,1579,42,12,44,162,42,70,151,6,172,93,68,55,258,28,74,49,71,65,1505,24,100,12,409,1523,920,65,2,172,179,43,130,180,31,1,10,2,222,22,50,11,5,160,485,172 
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Turkey,73142150,294501,4919,63930,1321,18993,515,10801,6,0,116712,24418,7483,190,1361,8725,46,5257,3889,12954,12981,75,710,12,0,0,21,2740,3,4,2,728,54,1,62589,716,687,5516,5195,2335,3243,18449,771,2850,441,693,1161,2946,1571,2651,2664,1341,666,16249,214,5490,161,11263,40905,32945,1832,42,3031,17175,317,2880,7842,288,2,38,3,4768,2491,237,162,238,1524,1083,2478 
Turkmenistan,5041995,28279,1073,2624,64,525,59,425,3,3,13386,1518,1730,5,31,423,8,1173,884,2729,1616,124,633,6,1,0,4,161,1,0,0,72,0,0,2602,99,255,317,99,175,66,231,,205,121,23,62,30,26,56,90,22,45,500,1,,111,3121,5964,3232,,1,814,196,114,1431,,,0,8,0,281,40,138,74,86,178,105,714 
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ukraine,45690386,698235,14642,88767,286,2666,1641,6326,2,40,465093,19480,26817,453,627,3044,116,2398,1935,19947,43955,45,7621,4,0,0,68,491,10,0,0,141,5645,5,87811,3581,1590,9148,11854,1601,4356,14176,,7965,2144,2076,2589,3418,2343,1717,2541,956,146,2354,37,,1368,660,314672,101349,,282,4699,12752,1714,18303,,,7,41,68,5916,2288,3211,1681,6635,9091,2768,12365 
United Arab Emirates,8329453,7413,328,707,,,4,,,,1441,650,138,0,0,135,4,206,253,1339,1275,3,,0,,0,1,250,,,0,,,3,,,,42,40,,,95,,73,14,,,,,,57,,41,307,,,,250,179,332,,1,194,,14,121,,0,1,3,,,149,,41,21,112,27, 
United Kingdom,62261967,561666,5963,161159,1127,8512,23740,20830,13,20,179109,76065,29491,2055,4611,14117,40,1892,1974,10491,20457,1413,364,1,0,1,68,2738,3,42,0,253,267,5,157583,2331,7616,4967,16046,3806,7917,34926,2752,11575,940,1938,4183,10729,4914,7549,4530,3576,463,6180,85,29716,1060,5201,80568,49374,11134,51,28420,29523,2787,8911,5306,199,2,24,14,2220,4496,264,292,1912,4188,183,6902 
United States of America,309876170,2469288,67592,589823,9718,98962,120824,141114,53,65,784684,237467,91351,3995,13327,65681,825,12130,9674,38367,183636,10307,609,3,0,26,79,34816,32,308,2,7566,8371,10,574866,8475,14490,11394,52629,20313,36899,158329,12089,41007,3939,8403,14576,28566,14734,33047,22573,14957,4852,69128,2791,196372,2987,63133,379709,129507,26419,275,49605,138096,2945,42939,53122,489,37,450,187,37343,26014,3814,2786,33049,38369,16380,25881 
Uruguay,3374414,32572,765,7744,169,1049,634,1332,0,0,9640,3476,1320,145,229,863,2,129,151,2764,2151,121,43,0,0,0,3,349,3,0,0,3,184,0,7456,113,222,405,920,117,473,1251,74,610,78,115,129,614,190,303,192,288,116,729,66,1134,20,618,2544,2826,471,5,1242,1169,50,272,587,10,0,1,1,514,36,107,59,35,550,181,669 
Uzbekistan,27739764,138408,3289,10273,266,3921,221,2468,3,1,84618,8431,8050,14,218,2362,100,3531,484,1642,8516,112,2168,0,1,0,24,384,5,0,0,282,235,0,10244,325,629,1498,504,719,200,985,105,1014,562,218,155,66,165,381,456,29,206,3856,0,5,641,14807,43593,15975,3725,58,3666,1689,544,6852,2270,38,1,88,7,2448,251,963,240,292,1464,493,2365 
Venezuela (Bolivarian Republic of),28995745,138504,5858,23166,353,10532,92,2092,0,0,42430,8937,5477,10,552,2652,412,5427,2392,695,27427,1088,697,6,0,24,11,891,10,1,0,101,1830,18,21185,407,302,1929,1510,867,814,3250,419,1697,1238,554,400,2250,293,953,899,1981,220,9537,568,461,115,4907,22028,10642,708,9,3582,3761,387,2692,2250,111,41,257,109,6264,661,519,96,107,775,9050,9955 
Virgin Islands (USA),106382,702,18,129,4,54,28,30,0,0,236,17,30,6,4,21,0,5,4,26,90,1,0,0,0,0,0,8,0,0,0,2,7,0,127,3,1,4,20,5,4,19,1,11,2,1,4,19,1,9,5,2,1,44,1,33,1,35,110,32,8,0,2,5,1,18,15,0,0,0,0,7,2,4,2,2,8,56,9 
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
